transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000040,card_00363,2026-01-18T14:39:55Z,8.99,entertainment,US,False,False
txn_0000041,card_00280,2026-01-07T15:07:16Z,6.01,utilities,DE,True,False
txn_0000042,card_00305,2026-01-15T14:52:41Z,215.32,grocery,AE,True,False
txn_0000043,card_00148,2026-01-19T18:02:47Z,38.78,online_retail,US,True,False
txn_0000044,card_00431,2026-01-30T22:12:29Z,3.36,pharmacy,SG,False,False
txn_0000045,card_00084,2026-01-04T10:46:25Z,21.36,restaurant,IN,True,False
txn_0000046,card_00006,2026-01-29T15:55:45Z,104.15,electronics,DE,True,False
txn_0000047,card_00725,2026-01-30T05:48:10Z,232.49,travel,IN,True,False
txn_0000048,card_00645,2026-01-20T05:05:12Z,40.05,travel,SG,False,False
txn_0000049,card_00810,2026-01-26T00:55:06Z,117.23,restaurant,IN,True,False
txn_0000050,card_00413,2026-01-10T11:59:14Z,34.71,pharmacy,US,False,False
txn_0000051,card_00670,2026-01-19T04:12:49Z,108.01,online_retail,AE,True,False
txn_0000052,card_00502,2026-01-10T19:09:15Z,279.21,entertainment,SG,True,False
txn_0000053,card_00552,2026-01-30T19:46:37Z,69.96,travel,DE,True,False
txn_0000054,card_00837,2026-01-30T06:12:41Z,119.43,pharmacy,DE,True,False
txn_0000055,card_00004,2026-01-19T12:09:31Z,47.77,fuel,GB,False,False
txn_0000056,card_00492,2026-01-16T22:03:48Z,305.25,pharmacy,IN,True,True
txn_0000057,card_00618,2026-01-15T12:34:06Z,421.59,online_retail,IN,True,True
txn_0000058,card_00287,2026-01-07T04:43:48Z,83.15,restaurant,AE,False,False
txn_0000059,card_00090,2026-01-26T23:46:42Z,78.15,electronics,GB,False,False
txn_0000060,card_00207,2026-01-05T02:33:49Z,388.93,restaurant,GB,False,False
txn_0000061,card_00260,2026-01-15T12:53:38Z,27.9,restaurant,AE,False,False
txn_0000062,card_00578,2026-01-21T14:12:41Z,40.74,online_retail,AE,True,False
txn_0000063,card_00135,2026-01-20T05:39:19Z,327.74,utilities,DE,True,False
txn_0000064,card_00454,2026-01-04T19:31:52Z,187.58,fuel,IN,True,False
txn_0000065,card_00352,2026-01-06T13:09:19Z,8.34,grocery,US,True,False
txn_0000066,card_00089,2026-01-12T14:11:15Z,548.89,restaurant,US,True,False
txn_0000067,card_00756,2026-01-26T13:30:16Z,88.87,pharmacy,DE,False,False
txn_0000068,card_00698,2026-01-21T14:10:36Z,200.59,electronics,US,True,True
txn_0000069,card_00108,2026-01-26T11:13:36Z,131.24,online_retail,AE,True,False
txn_0000070,card_00342,2026-01-22T14:13:12Z,48.96,grocery,US,True,False
txn_0000071,card_00559,2026-01-19T16:33:12Z,153.7,restaurant,DE,True,False
txn_0000072,card_00382,2026-01-05T08:19:39Z,20.61,fuel,SG,False,False
txn_0000073,card_00808,2026-01-22T14:23:44Z,677.41,entertainment,IN,False,True
txn_0000074,card_00888,2026-01-05T05:07:18Z,48.45,pharmacy,US,True,False
txn_0000075,card_00076,2026-01-19T20:42:52Z,10.95,online_retail,AE,False,False
txn_0000076,card_00793,2026-01-22T13:25:11Z,33.94,pharmacy,US,False,False
txn_0000077,card_00368,2026-01-21T02:46:38Z,115.65,restaurant,SG,False,False
txn_0000078,card_00400,2026-01-14T23:17:59Z,174.14,grocery,AE,True,False
txn_0000079,card_00251,2026-01-20T23:50:15Z,21.74,grocery,DE,True,False
txn_0000080,card_00613,2026-01-29T10:41:13Z,195.51,atm_withdrawal,IN,True,False
txn_0000081,card_00620,2026-01-24T04:34:18Z,104.51,atm_withdrawal,SG,True,False
txn_0000082,card_00699,2026-01-03T05:39:07Z,46.03,fuel,US,True,False
txn_0000083,card_00337,2026-01-02T02:49:41Z,78.52,utilities,SG,True,False
txn_0000084,card_00710,2026-01-05T04:37:44Z,137.49,travel,IN,False,False
txn_0000085,card_00490,2026-01-26T19:33:35Z,27.44,travel,AE,False,False
txn_0000086,card_00167,2026-01-24T10:46:59Z,26.02,pharmacy,SG,False,False
txn_0000087,card_00819,2026-01-09T01:50:41Z,94.89,restaurant,AE,True,False
txn_0000088,card_00769,2026-01-16T19:20:50Z,190.25,atm_withdrawal,AE,True,False
txn_0000089,card_00011,2026-01-29T20:52:17Z,214.64,travel,SG,False,False
txn_0000090,card_00399,2026-01-17T09:33:39Z,12.23,fuel,GB,True,False
txn_0000091,card_00325,2026-01-13T09:22:36Z,46.79,travel,GB,False,False
txn_0000092,card_00607,2026-01-07T10:32:56Z,66.15,restaurant,US,True,False
txn_0000093,card_00189,2026-01-23T07:53:49Z,33.92,grocery,DE,True,False
txn_0000094,card_00504,2026-01-28T10:42:05Z,10.85,online_retail,DE,False,False
txn_0000095,card_00018,2026-01-11T07:19:40Z,121.66,restaurant,SG,False,False
txn_0000096,card_00758,2026-01-01T20:21:15Z,391.69,restaurant,GB,False,False
txn_0000097,card_00282,2026-01-02T16:18:31Z,34.03,atm_withdrawal,DE,True,False
txn_0000098,card_00178,2026-01-18T03:07:07Z,68.51,online_retail,IN,True,False
txn_0000099,card_00856,2026-01-04T10:07:07Z,189.06,online_retail,SG,True,False
txn_0000100,card_00757,2026-01-11T23:28:27Z,28.98,pharmacy,GB,False,False
txn_0000101,card_00441,2026-01-07T07:44:54Z,169.29,utilities,DE,False,False
txn_0000102,card_00202,2026-01-10T04:02:56Z,17.22,restaurant,US,False,False
txn_0000103,card_00190,2026-01-26T02:40:40Z,167.07,utilities,IN,True,False
txn_0000104,card_00860,2026-01-29T15:49:03Z,32.4,grocery,DE,True,False
txn_0000105,card_00625,2026-01-15T04:07:55Z,32.87,electronics,SG,True,False
txn_0000106,card_00247,2026-01-04T00:54:12Z,190.28,pharmacy,DE,True,False
txn_0000107,card_00124,2026-01-19T09:30:14Z,172.86,electronics,AE,True,False
txn_0000108,card_00153,2026-01-30T06:07:22Z,208.56,electronics,DE,False,False
txn_0000109,card_00075,2026-01-06T12:23:28Z,42.89,entertainment,IN,True,False
txn_0000110,card_00622,2026-01-11T00:37:15Z,69.33,utilities,US,False,False
txn_0000111,card_00105,2026-01-21T15:54:39Z,93.08,online_retail,SG,False,False
txn_0000112,card_00425,2026-01-26T09:08:58Z,123.22,travel,IN,False,False
txn_0000113,card_00515,2026-01-27T18:38:31Z,113.31,restaurant,GB,True,False
txn_0000114,card_00160,2026-01-17T02:41:23Z,645.43,restaurant,US,True,False
txn_0000115,card_00763,2026-01-20T13:05:16Z,5.61,pharmacy,US,True,False
txn_0000116,card_00023,2026-01-10T00:00:58Z,37.41,online_retail,AE,True,False
txn_0000117,card_00043,2026-01-11T17:00:29Z,20.99,grocery,AE,True,False
txn_0000118,card_00884,2026-01-03T22:31:11Z,502.4,electronics,SG,False,False
txn_0000119,card_00730,2026-01-21T12:35:24Z,85.93,grocery,DE,False,False
txn_0000120,card_00758,2026-01-06T02:04:06Z,171.78,fuel,AE,True,False
txn_0000121,card_00461,2026-01-02T15:50:01Z,62.71,travel,IN,True,False
txn_0000122,card_00690,2026-01-03T07:42:17Z,106.67,utilities,SG,False,False
txn_0000123,card_00769,2026-01-13T20:42:38Z,28.74,pharmacy,DE,False,False
txn_0000124,card_00750,2026-01-05T09:39:19Z,47.76,restaurant,US,True,False
txn_0000125,card_00795,2026-01-18T08:08:35Z,16.59,pharmacy,DE,True,False
txn_0000126,card_00136,2026-01-07T21:39:47Z,840.87,grocery,AE,False,False
txn_0000127,card_00622,2026-01-30T18:12:53Z,47.93,utilities,DE,False,False
txn_0000128,card_00214,2026-01-02T09:47:49Z,119.79,entertainment,IN,True,False
txn_0000129,card_00012,2026-01-18T01:22:59Z,108.24,pharmacy,US,True,False
txn_0000130,card_00262,2026-01-16T10:08:01Z,85.18,online_retail,IN,False,False
txn_0000131,card_00720,2026-01-07T15:25:12Z,118.97,electronics,GB,False,False
txn_0000132,card_00786,2026-01-01T23:09:21Z,42.79,fuel,AE,True,False
txn_0000133,card_00466,2026-01-18T01:55:24Z,66.13,utilities,AE,True,False
txn_0000134,card_00305,2026-01-27T03:53:26Z,19.4,grocery,US,False,False
txn_0000135,card_00079,2026-01-07T01:56:40Z,96.38,entertainment,SG,False,False
txn_0000136,card_00346,2026-01-28T05:21:44Z,140.22,travel,DE,False,False
txn_0000137,card_00877,2026-01-15T16:03:14Z,39.63,utilities,GB,False,False
txn_0000138,card_00524,2026-01-27T06:41:07Z,57.1,pharmacy,DE,False,False
txn_0000139,card_00287,2026-01-22T12:07:32Z,47.79,fuel,US,False,False
txn_0000140,card_00783,2026-01-21T21:57:41Z,28.03,online_retail,SG,True,False
txn_0000141,card_00201,2026-01-13T19:57:54Z,65.57,electronics,IN,True,False
txn_0000142,card_00556,2026-01-07T08:25:31Z,35.33,entertainment,US,True,False
txn_0000143,card_00164,2026-01-08T19:38:44Z,12.79,pharmacy,IN,True,False
txn_0000144,card_00691,2026-01-28T20:17:07Z,14.67,utilities,AE,False,False
txn_0000145,card_00011,2026-01-13T07:59:48Z,27.24,utilities,SG,True,False
txn_0000146,card_00644,2026-01-19T22:34:20Z,30.54,electronics,SG,False,False
txn_0000147,card_00619,2026-01-01T02:14:30Z,239.2,electronics,IN,True,False
txn_0000148,card_00846,2026-01-23T06:19:34Z,79.61,entertainment,US,False,False
txn_0000149,card_00034,2026-01-14T02:15:31Z,90.52,atm_withdrawal,AE,False,False
txn_0000150,card_00285,2026-01-08T15:12:41Z,74.42,entertainment,US,True,False
txn_0000151,card_00755,2026-01-23T15:27:59Z,26.75,electronics,US,False,False
txn_0000152,card_00586,2026-01-06T06:25:18Z,56.33,grocery,US,False,False
txn_0000153,card_00405,2026-01-22T20:52:09Z,115.11,atm_withdrawal,DE,False,False
txn_0000154,card_00605,2026-01-03T00:18:10Z,64.07,restaurant,US,False,False
txn_0000155,card_00715,2026-01-12T08:25:39Z,15.3,fuel,DE,True,False
txn_0000156,card_00860,2026-01-27T10:03:24Z,221.3,atm_withdrawal,IN,True,False
txn_0000157,card_00824,2026-01-17T17:10:12Z,16.65,entertainment,DE,True,False
txn_0000158,card_00170,2026-01-01T21:18:36Z,18.16,fuel,AE,True,False
txn_0000159,card_00275,2026-01-23T16:03:01Z,12.39,electronics,IN,True,False
txn_0000160,card_00231,2026-01-08T23:52:43Z,26.28,online_retail,AE,True,False
txn_0000161,card_00853,2026-01-04T05:12:38Z,74.86,entertainment,IN,True,False
txn_0000162,card_00046,2026-01-11T20:06:57Z,26.5,pharmacy,US,False,False
txn_0000163,card_00878,2026-01-25T21:33:21Z,14.28,online_retail,AE,True,False
txn_0000164,card_00328,2026-01-14T03:40:11Z,34.31,fuel,US,True,False
txn_0000165,card_00741,2026-01-12T22:52:20Z,14.37,restaurant,IN,True,False
txn_0000166,card_00323,2026-01-20T09:49:48Z,8.68,restaurant,GB,False,False
txn_0000167,card_00579,2026-01-01T09:37:46Z,18.91,utilities,US,False,False
txn_0000168,card_00356,2026-01-08T22:03:18Z,149.37,atm_withdrawal,SG,True,False
txn_0000169,card_00720,2026-01-12T01:14:12Z,185.88,travel,AE,False,False
txn_0000170,card_00582,2026-01-12T18:37:19Z,46.82,entertainment,SG,True,False
txn_0000171,card_00082,2026-01-14T02:21:54Z,39.01,atm_withdrawal,US,False,False
txn_0000172,card_00110,2026-01-04T11:35:15Z,38.8,atm_withdrawal,DE,False,False
txn_0000173,card_00813,2026-01-12T20:30:11Z,54.4,grocery,US,False,False
txn_0000174,card_00508,2026-01-11T03:34:26Z,366.77,atm_withdrawal,SG,False,False
txn_0000175,card_00272,2026-01-01T23:43:34Z,80.86,electronics,US,True,False
txn_0000176,card_00462,2026-01-26T21:03:53Z,79.34,utilities,SG,False,False
txn_0000177,card_00221,2026-01-09T01:12:04Z,75.61,electronics,AE,False,False
txn_0000178,card_00696,2026-01-08T02:35:19Z,104.22,fuel,DE,True,False
txn_0000179,card_00715,2026-01-25T18:50:19Z,11.06,utilities,IN,False,False
txn_0000180,card_00261,2026-01-15T21:57:35Z,78.57,atm_withdrawal,IN,False,False
txn_0000181,card_00449,2026-01-28T06:26:04Z,59.32,restaurant,DE,True,False
txn_0000182,card_00030,2026-01-30T10:25:58Z,83.98,travel,AE,True,False
txn_0000183,card_00783,2026-01-27T03:23:05Z,27.0,pharmacy,SG,True,False
txn_0000184,card_00585,2026-01-26T02:18:08Z,67.69,travel,DE,False,False
txn_0000185,card_00835,2026-01-15T18:22:01Z,258.62,restaurant,GB,True,False
txn_0000186,card_00478,2026-01-10T11:30:05Z,30.9,restaurant,IN,False,False
txn_0000187,card_00675,2026-01-20T17:55:23Z,19.13,electronics,GB,True,False
txn_0000188,card_00803,2026-01-15T12:17:40Z,57.82,entertainment,IN,True,False
txn_0000189,card_00218,2026-01-24T09:03:32Z,38.17,atm_withdrawal,US,False,False
txn_0000190,card_00488,2026-01-25T02:54:33Z,838.69,utilities,AE,True,False
txn_0000191,card_00589,2026-01-17T05:41:56Z,17.85,travel,DE,True,False
txn_0000192,card_00024,2026-01-11T03:21:28Z,45.79,fuel,US,True,False
txn_0000193,card_00877,2026-01-12T23:11:49Z,24.56,utilities,IN,True,False
txn_0000194,card_00626,2026-01-20T16:55:25Z,83.75,pharmacy,US,False,False
txn_0000195,card_00218,2026-01-23T06:18:51Z,360.05,atm_withdrawal,AE,False,False
txn_0000196,card_00078,2026-01-15T18:47:35Z,54.48,atm_withdrawal,DE,True,False
txn_0000197,card_00620,2026-01-16T12:01:07Z,171.11,atm_withdrawal,US,True,False
txn_0000198,card_00052,2026-01-12T19:40:41Z,41.7,online_retail,DE,True,False
txn_0000199,card_00071,2026-01-12T05:03:51Z,465.16,atm_withdrawal,GB,False,False
txn_0000200,card_00251,2026-01-20T13:12:50Z,219.95,atm_withdrawal,IN,True,False
txn_0000201,card_00338,2026-01-10T00:13:50Z,78.97,atm_withdrawal,GB,True,False
txn_0000202,card_00714,2026-01-13T18:21:27Z,422.78,travel,AE,False,False
txn_0000203,card_00735,2026-01-11T08:21:22Z,74.82,online_retail,DE,True,False
txn_0000204,card_00761,2026-01-30T11:40:35Z,20.26,entertainment,AE,False,False
txn_0000205,card_00512,2026-01-14T12:35:53Z,104.81,utilities,AE,True,False
txn_0000206,card_00828,2026-01-11T15:18:44Z,20.71,electronics,US,False,False
txn_0000207,card_00092,2026-01-27T07:57:17Z,200.89,online_retail,US,True,True
txn_0000208,card_00303,2026-01-05T15:21:34Z,156.66,restaurant,IN,False,False
txn_0000209,card_00573,2026-01-18T12:31:48Z,26.03,grocery,DE,False,False
txn_0000210,card_00090,2026-01-10T23:46:35Z,16.0,electronics,SG,True,False
txn_0000211,card_00092,2026-01-25T09:29:41Z,479.14,fuel,DE,True,False
txn_0000212,card_00141,2026-01-21T04:59:03Z,29.71,fuel,AE,True,False
txn_0000213,card_00111,2026-01-02T23:37:11Z,58.12,pharmacy,IN,True,False
txn_0000214,card_00450,2026-01-22T17:30:36Z,21.05,travel,GB,False,False
txn_0000215,card_00620,2026-01-10T08:13:12Z,120.82,grocery,IN,False,False
txn_0000216,card_00166,2026-01-26T06:01:48Z,514.02,restaurant,AE,True,False
txn_0000217,card_00739,2026-01-01T17:59:44Z,14.64,utilities,SG,True,False
txn_0000218,card_00377,2026-01-30T21:49:57Z,120.57,travel,DE,False,False
txn_0000219,card_00679,2026-01-09T11:47:31Z,78.78,fuel,US,False,False
txn_0000220,card_00754,2026-01-23T20:55:39Z,30.94,atm_withdrawal,AE,True,False
txn_0000221,card_00870,2026-01-11T02:50:23Z,33.66,pharmacy,GB,False,False
txn_0000222,card_00439,2026-01-01T10:43:36Z,64.78,restaurant,SG,False,False
txn_0000223,card_00722,2026-01-03T07:39:58Z,616.76,entertainment,AE,False,False
txn_0000224,card_00843,2026-01-07T14:25:45Z,114.54,pharmacy,IN,True,False
txn_0000225,card_00037,2026-01-26T11:47:56Z,64.81,atm_withdrawal,SG,False,False
txn_0000226,card_00671,2026-01-09T04:51:30Z,49.6,atm_withdrawal,SG,True,False
txn_0000227,card_00143,2026-01-18T12:18:47Z,41.21,fuel,AE,False,False
txn_0000228,card_00151,2026-01-16T19:47:46Z,119.34,atm_withdrawal,SG,True,False
txn_0000229,card_00183,2026-01-11T13:49:54Z,34.27,pharmacy,SG,True,False
txn_0000230,card_00157,2026-01-02T15:30:26Z,245.09,utilities,SG,False,False
txn_0000231,card_00347,2026-01-03T00:34:01Z,188.34,travel,GB,False,False
txn_0000232,card_00145,2026-01-05T03:37:36Z,127.28,restaurant,AE,False,False
txn_0000233,card_00842,2026-01-04T22:16:36Z,162.28,online_retail,AE,False,False
txn_0000234,card_00135,2026-01-12T01:36:58Z,223.85,atm_withdrawal,AE,False,False
txn_0000235,card_00778,2026-01-18T17:16:40Z,23.7,fuel,GB,True,False
txn_0000236,card_00320,2026-01-28T15:36:04Z,115.5,atm_withdrawal,US,True,False
txn_0000237,card_00406,2026-01-01T17:05:38Z,15.71,travel,AE,False,False
txn_0000238,card_00377,2026-01-16T22:26:39Z,53.61,fuel,SG,False,False
txn_0000239,card_00263,2026-01-27T04:10:20Z,3.25,pharmacy,AE,False,False
txn_0000240,card_00820,2026-01-07T04:57:47Z,23.98,pharmacy,IN,False,False
txn_0000241,card_00290,2026-01-14T08:51:07Z,86.43,pharmacy,US,False,True
txn_0000242,card_00472,2026-01-13T00:51:41Z,18.01,entertainment,IN,False,False
txn_0000243,card_00094,2026-01-03T00:13:15Z,92.68,fuel,GB,True,False
txn_0000244,card_00128,2026-01-19T08:57:11Z,201.71,fuel,DE,False,False
txn_0000245,card_00571,2026-01-14T21:33:22Z,197.32,grocery,SG,False,False
txn_0000246,card_00501,2026-01-27T20:41:22Z,66.65,restaurant,AE,True,False
txn_0000247,card_00392,2026-01-03T12:15:56Z,75.08,grocery,AE,True,False
txn_0000248,card_00108,2026-01-02T04:42:45Z,38.86,entertainment,DE,True,False
txn_0000249,card_00016,2026-01-25T01:36:31Z,152.14,online_retail,GB,True,False
txn_0000250,card_00170,2026-01-29T19:41:28Z,36.01,fuel,GB,True,False
txn_0000251,card_00050,2026-01-25T21:38:34Z,10.7,electronics,AE,True,False
txn_0000252,card_00284,2026-01-16T21:24:57Z,51.08,restaurant,AE,True,False
txn_0000253,card_00429,2026-01-22T09:55:04Z,50.2,fuel,SG,True,False
txn_0000254,card_00535,2026-01-17T12:01:50Z,47.64,utilities,DE,True,False
txn_0000255,card_00866,2026-01-01T08:14:35Z,41.79,electronics,IN,False,False
txn_0000256,card_00450,2026-01-12T16:28:03Z,37.2,atm_withdrawal,US,False,False
txn_0000257,card_00828,2026-01-16T03:29:00Z,106.63,fuel,DE,False,False
txn_0000258,card_00396,2026-01-26T08:02:06Z,34.01,entertainment,AE,False,False
txn_0000259,card_00164,2026-01-23T10:35:24Z,99.22,travel,IN,True,False
txn_0000260,card_00894,2026-01-04T13:36:12Z,177.99,travel,GB,True,False
txn_0000261,card_00075,2026-01-14T15:08:39Z,60.05,utilities,US,True,False
txn_0000262,card_00888,2026-01-14T02:08:47Z,141.93,online_retail,SG,True,False
txn_0000263,card_00502,2026-01-18T21:39:13Z,31.31,atm_withdrawal,IN,True,False
txn_0000264,card_00672,2026-01-14T11:50:45Z,64.05,restaurant,AE,False,False
txn_0000265,card_00671,2026-01-16T11:54:55Z,26.55,restaurant,SG,True,False
txn_0000266,card_00830,2026-01-05T15:24:14Z,304.54,electronics,IN,False,False
txn_0000267,card_00550,2026-01-19T16:50:04Z,264.11,fuel,GB,False,False
txn_0000268,card_00643,2026-01-23T03:40:55Z,18.61,restaurant,US,False,False
txn_0000269,card_00507,2026-01-21T06:19:59Z,17.09,online_retail,DE,True,False
txn_0000270,card_00186,2026-01-16T09:29:14Z,41.84,utilities,GB,True,False
txn_0000271,card_00728,2026-01-12T13:52:27Z,107.64,fuel,AE,False,False
txn_0000272,card_00500,2026-01-02T15:22:47Z,130.66,restaurant,SG,True,False
txn_0000273,card_00572,2026-01-19T11:49:59Z,13.25,fuel,IN,False,False
txn_0000274,card_00015,2026-01-12T06:19:44Z,58.66,pharmacy,AE,False,False
txn_0000275,card_00794,2026-01-27T09:04:10Z,60.39,grocery,SG,True,False
txn_0000276,card_00396,2026-01-19T02:17:46Z,50.03,fuel,IN,False,False
txn_0000277,card_00066,2026-01-05T21:21:21Z,148.16,pharmacy,IN,True,False
txn_0000278,card_00136,2026-01-08T20:21:23Z,36.72,restaurant,GB,False,False
txn_0000279,card_00154,2026-01-25T21:00:02Z,348.31,entertainment,AE,False,False
txn_0000280,card_00033,2026-01-01T07:54:10Z,25.73,grocery,IN,False,False
txn_0000281,card_00257,2026-01-07T07:43:35Z,52.4,travel,SG,True,False
txn_0000282,card_00874,2026-01-22T00:41:33Z,404.03,electronics,SG,True,False
txn_0000283,card_00622,2026-01-05T09:31:14Z,129.11,electronics,SG,True,False
txn_0000284,card_00068,2026-01-01T15:30:30Z,67.87,travel,IN,True,False
txn_0000285,card_00549,2026-01-19T11:08:12Z,10.35,entertainment,IN,True,False
txn_0000286,card_00252,2026-01-29T18:10:17Z,118.24,entertainment,US,False,False
txn_0000287,card_00469,2026-01-19T20:20:15Z,24.34,grocery,DE,False,False
txn_0000288,card_00761,2026-01-20T01:05:33Z,80.78,grocery,IN,True,False
txn_0000289,card_00532,2026-01-30T11:43:12Z,20.13,restaurant,DE,False,False
txn_0000290,card_00060,2026-01-25T01:00:17Z,609.31,fuel,DE,True,False
txn_0000291,card_00251,2026-01-04T21:59:43Z,64.98,grocery,IN,True,False
txn_0000292,card_00502,2026-01-28T08:29:43Z,309.78,online_retail,DE,True,True
txn_0000293,card_00884,2026-01-14T02:16:56Z,50.76,fuel,US,True,False
txn_0000294,card_00849,2026-01-23T03:37:08Z,146.21,online_retail,IN,False,False
txn_0000295,card_00333,2026-01-07T07:54:51Z,278.68,fuel,GB,False,False
txn_0000296,card_00438,2026-01-05T00:25:01Z,82.11,grocery,US,False,False
txn_0000297,card_00685,2026-01-27T17:13:33Z,77.71,electronics,DE,True,False
txn_0000298,card_00723,2026-01-16T02:28:56Z,90.43,pharmacy,GB,False,False
txn_0000299,card_00346,2026-01-05T10:34:57Z,779.46,entertainment,DE,False,False
txn_0000300,card_00135,2026-01-04T09:13:08Z,129.32,entertainment,SG,True,False
txn_0000301,card_00837,2026-01-07T18:28:36Z,52.27,travel,IN,False,False
txn_0000302,card_00272,2026-01-13T06:34:16Z,671.77,pharmacy,IN,True,False
txn_0000303,card_00330,2026-01-21T02:52:07Z,33.97,travel,SG,True,False
txn_0000304,card_00363,2026-01-27T03:40:09Z,111.66,atm_withdrawal,GB,True,False
txn_0000305,card_00339,2026-01-25T07:03:28Z,31.93,fuel,IN,False,False
txn_0000306,card_00422,2026-01-10T12:52:59Z,114.62,electronics,SG,True,False
txn_0000307,card_00105,2026-01-03T18:57:22Z,54.87,restaurant,US,True,False
txn_0000308,card_00793,2026-01-17T05:06:21Z,8.3,travel,GB,True,False
txn_0000309,card_00873,2026-01-04T13:58:33Z,36.38,utilities,US,True,False
txn_0000310,card_00110,2026-01-13T12:10:45Z,24.16,fuel,DE,False,False
txn_0000311,card_00540,2026-01-18T22:05:40Z,70.33,entertainment,US,True,False
txn_0000312,card_00081,2026-01-24T06:42:02Z,209.72,fuel,GB,False,False
txn_0000313,card_00787,2026-01-11T07:12:11Z,26.23,entertainment,AE,True,False
txn_0000314,card_00447,2026-01-15T04:12:33Z,75.43,grocery,GB,True,False
txn_0000315,card_00613,2026-01-09T19:08:43Z,106.18,restaurant,DE,False,False
txn_0000316,card_00692,2026-01-18T08:38:12Z,38.01,restaurant,GB,False,False
txn_0000317,card_00286,2026-01-23T04:47:40Z,88.36,electronics,GB,False,False
txn_0000318,card_00287,2026-01-20T00:17:14Z,36.82,fuel,IN,False,False
txn_0000319,card_00290,2026-01-21T09:15:44Z,77.7,online_retail,IN,True,False
txn_0000320,card_00741,2026-01-13T03:22:49Z,58.91,fuel,AE,True,False
txn_0000321,card_00564,2026-01-03T09:00:18Z,82.86,pharmacy,DE,False,False
txn_0000322,card_00611,2026-01-03T02:39:45Z,17.41,fuel,DE,True,False
txn_0000323,card_00241,2026-01-21T12:44:39Z,165.21,pharmacy,DE,False,False
txn_0000324,card_00327,2026-01-18T19:55:00Z,68.24,electronics,AE,True,True
